recall,precision,f1score,auc,accuracy,id,execution_time,shift,q,class_weight,penalty,C,max_iter,solver,tol,feature_to_drop,kline_size,n_limit,random_search
0.95,0.57,0.72,0.7,0.67,45,2.63,-1,0.37,0.61,l2,0.09999999999999999,120,liblinear,0.1,close,30,3,True
0.94,0.52,0.67,0.69,0.64,46,1.64,-1,0.3,0.66,l2,0.046415888336127774,90,lbfgs,0.01,wilder_rsi,30,3,True
0.79,0.65,0.71,0.75,0.74,47,1.24,-1,0.31,0.91,l2,0.01,100,lbfgs,0.05,volume,30,3,True
0.92,0.61,0.73,0.73,0.7,48,3.65,-1,0.38,0.89,l2,0.4641588833612777,90,liblinear,0.01,PPO,30,3,True
0.87,0.73,0.79,0.8,0.8,49,87.54,-1,0.39,0.73,l2,0.21544346900318834,130,sag,0.005,atr,30,3,True
0.93,0.55,0.69,0.7,0.66,50,3.52,-1,0.33,0.77,l2,0.046415888336127774,120,liblinear,0.005,wilder_rsi,30,3,True
0.92,0.54,0.68,0.71,0.66,51,2.9,-1,0.3,0.94,l2,0.021544346900318832,40,liblinear,0.1,close,30,3,True
0.94,0.57,0.71,0.71,0.67,52,2.4,-1,0.35,0.72,l2,0.046415888336127774,80,liblinear,0.1,PPO,30,3,True
0.85,0.65,0.73,0.8,0.78,53,27.39,-1,0.25,0.55,l2,0.4641588833612777,40,sag,0.005,atr,30,3,True
0.92,0.54,0.69,0.71,0.66,54,2.97,-1,0.31,0.88,l2,0.046415888336127774,100,liblinear,0.1,volume,30,3,True
0.92,0.57,0.7,0.71,0.68,55,4.04,-1,0.33,0.98,l2,4.641588833612777,40,sag,0.05,close,30,3,True
0.97,0.5,0.66,0.66,0.6,56,6.04,-1,0.32,0.33,l2,10.0,30,sag,0.005,close,30,3,True
0.94,0.52,0.67,0.69,0.63,57,3.02,-1,0.3,0.63,l2,0.021544346900318832,120,liblinear,0.05,no_of_trades,30,3,True
0.88,0.62,0.73,0.79,0.77,58,1.51,-1,0.25,0.57,l2,0.046415888336127774,130,lbfgs,0.005,atr,30,3,True
0.92,0.5,0.64,0.7,0.64,59,1.5,-1,0.25,0.92,l2,0.01,30,lbfgs,0.005,vwap,30,3,True
0.94,0.51,0.66,0.69,0.63,60,4.01,-1,0.28,0.62,l2,0.4641588833612777,130,sag,0.05,close,30,3,True
0.96,0.48,0.64,0.67,0.6,61,66.53,-1,0.28,0.4,l2,4.641588833612777,100,sag,0.01,wilder_rsi,30,3,True
0.93,0.56,0.7,0.71,0.67,62,3.08,-1,0.33,0.89,l2,0.4641588833612777,130,sag,0.05,vwap,30,3,True
0.97,0.5,0.66,0.66,0.6,63,5.96,-1,0.32,0.34,l2,1.0,130,sag,0.01,vwap,30,3,True
0.97,0.54,0.7,0.67,0.63,64,2.75,-1,0.37,0.34,l2,0.21544346900318834,60,sag,0.1,close,30,3,True
0.97,0.5,0.66,0.66,0.6,65,4.14,-1,0.31,0.35,l2,0.4641588833612777,40,sag,0.05,PPO,30,3,True
0.97,0.55,0.7,0.67,0.64,66,54.88,-1,0.38,0.33,l2,2.154434690031882,80,sag,0.005,vwap,30,3,True
0.96,0.54,0.69,0.68,0.64,67,3.35,-1,0.35,0.45,l2,10.0,50,liblinear,0.01,volume,30,3,True
0.83,0.67,0.74,0.8,0.79,68,94.96,-1,0.26,0.65,l2,0.21544346900318834,140,sag,0.005,atr,30,3,True
0.94,0.61,0.74,0.72,0.7,69,2.6,-1,0.4,0.69,l2,0.21544346900318834,110,liblinear,0.1,no_of_trades,30,3,True
0.8,0.72,0.76,0.8,0.8,70,4.16,-1,0.29,0.85,l2,2.154434690031882,120,sag,0.05,atr,30,3,True
0.96,0.54,0.69,0.68,0.64,71,3.01,-1,0.34,0.5,l2,0.046415888336127774,40,liblinear,0.05,PPO,30,3,True
0.97,0.51,0.66,0.67,0.61,72,3.38,-1,0.31,0.37,l2,10.0,40,sag,0.1,maker_ratio,30,3,True
0.95,0.6,0.73,0.71,0.69,73,1.53,-1,0.4,0.53,l2,0.01,40,lbfgs,0.005,vwap,30,3,True
0.92,0.5,0.65,0.7,0.64,74,1.43,-1,0.26,0.95,l2,4.641588833612777,70,lbfgs,0.01,maker_ratio,30,3,True
0.74,0.63,0.68,0.75,0.75,75,1.02,-1,0.26,0.84,l2,0.4641588833612777,130,lbfgs,0.05,maker_ratio,30,3,True
0.93,0.56,0.7,0.7,0.66,76,1.97,-1,0.34,0.89,l2,10.0,130,sag,0.05,PPO,30,3,True
0.96,0.58,0.72,0.69,0.67,77,2.05,-1,0.4,0.5,l2,0.01,60,sag,0.1,low,30,3,True
0.95,0.49,0.64,0.68,0.61,78,2.74,-1,0.27,0.44,l2,0.021544346900318832,50,sag,0.05,maker_ratio,30,3,True
0.91,0.5,0.65,0.7,0.64,79,40.47,-1,0.25,0.91,l2,0.4641588833612777,60,sag,0.01,PPO,30,3,True
0.91,0.62,0.74,0.74,0.72,80,3.65,-1,0.39,0.96,l2,2.154434690031882,30,liblinear,0.01,close,30,3,True
0.95,0.6,0.74,0.72,0.69,81,3.48,-1,0.4,0.6,l2,0.01,40,liblinear,0.01,low,30,3,True
0.96,0.54,0.69,0.68,0.63,82,2.1,-1,0.35,0.5,l2,0.4641588833612777,60,sag,0.1,vwap,30,3,True
0.94,0.56,0.7,0.7,0.66,83,2.39,-1,0.35,0.62,l2,0.01,130,sag,0.1,PPO,30,3,True
0.95,0.57,0.72,0.7,0.67,84,3.33,-1,0.38,0.53,l2,0.046415888336127774,40,liblinear,0.01,maker_ratio,30,3,True
0.85,0.75,0.8,0.81,0.8,85,2.86,-1,0.4,0.82,l2,10.0,130,liblinear,0.05,atr,30,3,True
0.98,0.51,0.67,0.64,0.59,86,1.32,-1,0.36,0.35,l2,0.046415888336127774,30,lbfgs,0.05,high,30,3,True
0.93,0.56,0.7,0.71,0.67,87,2.87,-1,0.34,0.77,l2,2.154434690031882,110,liblinear,0.1,close,30,3,True
0.97,0.5,0.66,0.67,0.6,88,3.25,-1,0.31,0.38,l2,0.01,90,liblinear,0.005,PPO,30,3,True
0.95,0.59,0.73,0.71,0.68,89,21.23,-1,0.39,0.54,l2,0.021544346900318832,30,sag,0.005,volume,30,3,True
0.92,0.52,0.66,0.7,0.65,90,1.82,-1,0.28,0.9,l2,0.046415888336127774,50,lbfgs,0.01,imbalance,30,3,True
0.92,0.6,0.73,0.72,0.7,91,2.98,-1,0.37,0.89,l2,0.01,90,liblinear,0.005,vwap,30,3,True
0.91,0.53,0.67,0.71,0.66,92,10.58,-1,0.28,0.98,l2,0.01,100,sag,0.01,no_of_trades,30,3,True
0.96,0.55,0.7,0.69,0.65,93,5.65,-1,0.36,0.47,l2,0.021544346900318832,90,sag,0.01,low,30,3,True
0.77,0.62,0.69,0.75,0.75,94,1.06,-1,0.26,0.78,l2,0.021544346900318832,70,lbfgs,0.05,wilder_rsi,30,3,True
0.97,0.53,0.69,0.67,0.62,95,3.48,-1,0.36,0.34,l2,0.4641588833612777,90,liblinear,0.01,close,30,3,True
0.77,0.65,0.71,0.76,0.75,96,1.31,-1,0.29,0.72,l2,1.0,140,lbfgs,0.05,imbalance,30,3,True
0.93,0.5,0.65,0.7,0.63,97,2.57,-1,0.26,0.76,l2,0.021544346900318832,50,liblinear,0.1,close,30,3,True
0.97,0.54,0.69,0.65,0.62,98,1.14,-1,0.39,0.93,l2,0.046415888336127774,140,lbfgs,0.1,no_of_trades,30,3,True
0.99,0.46,0.63,0.59,0.52,99,1.12,-1,0.33,0.71,l2,0.01,110,lbfgs,0.1,high,30,3,True
0.94,0.57,0.71,0.71,0.68,100,1.65,-1,0.36,0.77,l2,0.01,30,lbfgs,0.01,no_of_trades,30,3,True
0.92,0.62,0.74,0.74,0.72,101,1.56,-1,0.39,0.76,l2,0.09999999999999999,50,lbfgs,0.005,close,30,3,True
0.91,0.52,0.66,0.7,0.65,102,3.09,-1,0.27,0.94,l2,0.021544346900318832,40,liblinear,0.01,volume,30,3,True
0.86,0.57,0.69,0.74,0.71,103,0.99,-1,0.27,0.63,l2,0.09999999999999999,130,lbfgs,0.05,no_of_trades,30,3,True
0.9,0.6,0.72,0.79,0.75,104,2.4,-1,0.25,0.4,l2,10.0,140,liblinear,0.1,atr,30,3,True
0.88,0.67,0.76,0.77,0.75,105,1.18,-1,0.39,0.45,l2,0.046415888336127774,110,lbfgs,0.1,low,30,3,True
0.88,0.6,0.72,0.75,0.72,106,1.02,-1,0.31,0.46,l2,2.154434690031882,110,lbfgs,0.05,maker_ratio,30,3,True
0.78,0.63,0.69,0.75,0.75,107,1.01,-1,0.27,0.77,l2,0.4641588833612777,50,lbfgs,0.05,wilder_rsi,30,3,True
0.94,0.52,0.67,0.69,0.64,108,3.44,-1,0.29,0.7,l2,0.09999999999999999,60,sag,0.1,wilder_rsi,30,3,True
0.97,0.53,0.68,0.67,0.62,109,2.97,-1,0.35,0.35,l2,1.0,30,liblinear,0.005,PPO,30,3,True
0.97,0.49,0.66,0.67,0.6,110,3.36,-1,0.3,0.37,l2,0.021544346900318832,80,liblinear,0.01,wilder_rsi,30,3,True
1.0,0.41,0.58,0.55,0.45,111,0.84,-1,0.29,0.45,l2,1.0,60,lbfgs,0.1,high,30,3,True
0.92,0.63,0.75,0.74,0.72,112,3.02,-1,0.4,0.88,l2,0.01,100,liblinear,0.005,imbalance,30,3,True
0.96,0.57,0.71,0.69,0.66,113,2.52,-1,0.38,0.48,l2,0.21544346900318834,90,liblinear,0.1,no_of_trades,30,3,True
0.93,0.56,0.7,0.71,0.67,114,47.46,-1,0.33,0.87,l2,0.4641588833612777,70,sag,0.01,volume,30,3,True
0.89,0.66,0.76,0.76,0.74,115,1.74,-1,0.4,0.93,l2,0.021544346900318832,60,lbfgs,0.01,high,30,3,True
0.93,0.57,0.71,0.71,0.68,116,3.47,-1,0.35,0.82,l2,0.21544346900318834,70,liblinear,0.005,low,30,3,True
0.93,0.55,0.69,0.7,0.66,117,3.06,-1,0.32,0.83,l2,0.021544346900318832,130,liblinear,0.005,vwap,30,3,True
0.88,0.68,0.77,0.77,0.76,118,1.28,-1,0.4,0.46,l2,10.0,130,lbfgs,0.1,vwap,30,3,True
0.76,0.69,0.73,0.77,0.77,119,0.93,-1,0.31,0.55,l2,10.0,40,lbfgs,0.05,vwap,30,3,True
0.97,0.53,0.68,0.67,0.62,120,1.35,-1,0.35,0.32,l2,10.0,50,lbfgs,0.01,close,30,3,True
0.93,0.49,0.64,0.7,0.63,121,19.42,-1,0.25,0.77,l2,0.021544346900318832,60,sag,0.01,no_of_trades,30,3,True
0.93,0.5,0.65,0.7,0.64,122,3.61,-1,0.27,0.75,l2,4.641588833612777,80,liblinear,0.01,close,30,3,True
0.76,0.69,0.73,0.77,0.77,123,1.0,-1,0.31,0.33,l2,0.01,120,lbfgs,0.05,wilder_rsi,30,3,True
0.82,0.68,0.74,0.8,0.8,124,1.82,-1,0.25,0.72,l2,10.0,80,lbfgs,0.005,atr,30,3,True
0.95,0.6,0.74,0.72,0.69,125,53.89,-1,0.4,0.6,l2,0.09999999999999999,80,sag,0.005,no_of_trades,30,3,True
0.93,0.56,0.7,0.71,0.67,126,8.73,-1,0.33,0.85,l2,0.01,100,sag,0.01,vwap,30,3,True
0.5,0.8,0.61,0.71,0.75,127,1.23,-1,0.3,0.37,l2,0.01,90,lbfgs,0.1,PPO,30,3,True
0.91,0.57,0.7,0.72,0.68,128,2.79,-1,0.32,0.95,l2,10.0,70,sag,0.1,maker_ratio,30,3,True
0.89,0.69,0.78,0.8,0.78,129,57.45,-1,0.36,0.62,l2,4.641588833612777,90,sag,0.01,atr,30,3,True
0.94,0.57,0.71,0.71,0.67,130,60.55,-1,0.35,0.7,l2,0.09999999999999999,90,sag,0.005,volume,30,3,True
1.0,0.44,0.61,0.55,0.47,131,0.88,-1,0.34,0.46,l2,0.4641588833612777,40,lbfgs,0.1,maker_ratio,30,3,True
0.94,0.61,0.74,0.74,0.72,132,1.35,-1,0.37,0.31,l2,2.154434690031882,50,lbfgs,0.05,PPO,30,3,True
0.97,0.55,0.7,0.67,0.64,133,1.64,-1,0.38,0.34,l2,0.09999999999999999,30,lbfgs,0.01,no_of_trades,30,3,True
0.93,0.57,0.7,0.71,0.68,134,3.54,-1,0.34,0.86,l2,1.0,110,liblinear,0.005,wilder_rsi,30,3,True
0.93,0.62,0.75,0.74,0.72,135,1.21,-1,0.38,0.33,l2,10.0,90,lbfgs,0.1,close,30,3,True
0.95,0.61,0.74,0.76,0.73,136,3.07,-1,0.33,0.32,l2,0.4641588833612777,60,liblinear,0.005,atr,30,3,True
0.94,0.53,0.68,0.69,0.65,137,3.15,-1,0.32,0.65,l2,0.21544346900318834,100,liblinear,0.005,no_of_trades,30,3,True
0.94,0.5,0.65,0.69,0.62,138,2.29,-1,0.28,0.56,l2,0.21544346900318834,60,sag,0.1,imbalance,30,3,True
0.96,0.57,0.71,0.69,0.66,139,20.43,-1,0.38,0.46,l2,0.21544346900318834,30,sag,0.005,vwap,30,3,True
0.84,0.67,0.74,0.8,0.78,140,1.62,-1,0.27,0.84,l2,4.641588833612777,60,lbfgs,0.01,atr,30,3,True
0.97,0.53,0.68,0.67,0.62,141,3.02,-1,0.34,0.39,l2,0.09999999999999999,90,liblinear,0.01,volume,30,3,True
1.0,0.38,0.55,0.51,0.39,142,0.88,-1,0.27,0.35,l2,2.154434690031882,90,lbfgs,0.1,imbalance,30,3,True
0.95,0.57,0.71,0.7,0.66,143,1.96,-1,0.37,0.57,l2,0.4641588833612777,80,lbfgs,0.005,imbalance,30,3,True
0.94,0.53,0.68,0.69,0.64,144,3.18,-1,0.31,0.65,l2,0.021544346900318832,80,liblinear,0.01,PPO,30,3,True
0.92,0.59,0.72,0.72,0.69,145,2.38,-1,0.36,0.86,l2,0.4641588833612777,30,liblinear,0.05,PPO,30,3,True
0.82,0.72,0.77,0.8,0.8,146,2.44,-1,0.31,0.85,l2,1.0,120,liblinear,0.05,atr,30,3,True
0.66,0.75,0.7,0.75,0.77,147,1.0,-1,0.32,0.98,l2,0.01,80,lbfgs,0.1,PPO,30,3,True
0.93,0.5,0.65,0.69,0.63,148,2.08,-1,0.27,0.89,l2,0.01,100,sag,0.05,volume,30,3,True
0.93,0.62,0.74,0.73,0.71,149,3.1,-1,0.39,0.83,l2,4.641588833612777,80,liblinear,0.005,volume,30,3,True
0.93,0.62,0.75,0.74,0.72,150,1.12,-1,0.39,0.7,l2,4.641588833612777,30,lbfgs,0.01,PPO,30,3,True
0.97,0.48,0.64,0.66,0.58,151,1.16,-1,0.28,0.41,l2,0.01,90,lbfgs,0.01,close,30,3,True
0.66,0.69,0.68,0.75,0.77,152,0.91,-1,0.26,0.61,l2,0.4641588833612777,80,lbfgs,0.05,low,30,3,True
0.99,0.5,0.66,0.61,0.57,153,0.82,-1,0.37,0.64,l2,0.021544346900318832,30,lbfgs,0.1,close,30,3,True
0.51,0.77,0.61,0.71,0.76,154,0.88,-1,0.28,0.85,l2,0.01,40,lbfgs,0.05,high,30,3,True
0.95,0.59,0.72,0.71,0.68,155,15.73,-1,0.38,0.63,l2,0.01,90,sag,0.005,vwap,30,3,True
0.95,0.59,0.73,0.71,0.68,156,2.64,-1,0.39,0.59,l2,1.0,140,liblinear,0.1,no_of_trades,30,3,True
0.97,0.53,0.68,0.67,0.62,157,3.06,-1,0.34,0.39,l2,0.01,110,liblinear,0.01,high,30,3,True
0.92,0.55,0.69,0.71,0.67,158,3.4,-1,0.32,0.89,l2,2.154434690031882,70,liblinear,0.005,low,30,3,True
0.94,0.54,0.69,0.7,0.65,159,1.9,-1,0.32,0.72,l2,1.0,100,lbfgs,0.01,wilder_rsi,30,3,True
0.97,0.47,0.63,0.66,0.58,160,23.72,-1,0.27,0.3,l2,0.021544346900318832,100,sag,0.005,volume,30,3,True
0.94,0.5,0.65,0.69,0.62,161,2.97,-1,0.28,0.6,l2,10.0,60,liblinear,0.1,imbalance,30,3,True
0.95,0.56,0.7,0.7,0.66,162,3.78,-1,0.35,0.61,l2,0.021544346900318832,30,sag,0.1,vwap,30,3,True
0.98,0.49,0.65,0.66,0.59,163,1.63,-1,0.3,0.31,l2,0.046415888336127774,70,lbfgs,0.005,close,30,3,True
0.55,0.8,0.65,0.74,0.79,164,1.22,-1,0.25,0.97,l2,0.01,80,lbfgs,0.05,atr,30,3,True
0.95,0.59,0.73,0.71,0.69,165,1.26,-1,0.39,0.49,l2,1.0,100,lbfgs,0.005,close,30,3,True
0.97,0.51,0.67,0.66,0.61,166,3.1,-1,0.33,0.34,l2,0.4641588833612777,130,liblinear,0.005,high,30,3,True
0.96,0.53,0.68,0.68,0.63,167,3.06,-1,0.33,0.47,l2,2.154434690031882,90,liblinear,0.005,no_of_trades,30,3,True
0.97,0.5,0.66,0.67,0.6,168,2.59,-1,0.3,0.39,l2,1.0,40,liblinear,0.1,imbalance,30,3,True
0.88,0.64,0.74,0.79,0.77,169,2.44,-1,0.27,0.52,l2,1.0,110,liblinear,0.05,atr,30,3,True
0.97,0.49,0.65,0.67,0.6,170,85.8,-1,0.3,0.37,l2,0.09999999999999999,140,sag,0.005,PPO,30,3,True
0.95,0.52,0.67,0.68,0.63,171,2.64,-1,0.31,0.56,l2,0.09999999999999999,60,liblinear,0.1,imbalance,30,3,True
0.94,0.57,0.71,0.7,0.67,172,3.55,-1,0.36,0.68,l2,0.21544346900318834,80,liblinear,0.005,maker_ratio,30,3,True
0.95,0.58,0.72,0.71,0.68,173,2.99,-1,0.38,0.58,l2,0.01,120,liblinear,0.1,volume,30,3,True
0.94,0.59,0.73,0.71,0.69,174,3.13,-1,0.39,0.8,l2,10.0,130,sag,0.1,low,30,3,True
0.97,0.56,0.71,0.67,0.64,175,11.08,-1,0.39,0.32,l2,0.01,60,sag,0.005,low,30,3,True
0.96,0.51,0.66,0.68,0.62,176,1.48,-1,0.3,0.51,l2,10.0,70,lbfgs,0.01,wilder_rsi,30,3,True
0.97,0.55,0.7,0.68,0.64,177,3.53,-1,0.36,0.42,l2,0.01,70,sag,0.05,volume,30,3,True
0.92,0.57,0.7,0.71,0.68,178,35.85,-1,0.34,0.88,l2,0.046415888336127774,110,sag,0.01,imbalance,30,3,True
0.96,0.55,0.7,0.68,0.64,179,1.34,-1,0.37,0.67,l2,0.4641588833612777,140,lbfgs,0.05,close,30,3,True
0.94,0.52,0.67,0.69,0.64,180,1.66,-1,0.3,0.81,l2,2.154434690031882,90,lbfgs,0.005,low,30,3,True
0.92,0.53,0.67,0.7,0.65,181,3.35,-1,0.29,0.9,l2,0.021544346900318832,140,liblinear,0.01,no_of_trades,30,3,True
0.96,0.55,0.7,0.69,0.65,182,1.42,-1,0.35,0.58,l2,0.09999999999999999,120,lbfgs,0.005,vwap,30,3,True
0.96,0.56,0.71,0.68,0.65,183,0.92,-1,0.38,0.94,l2,0.021544346900318832,40,lbfgs,0.1,atr,30,3,True
0.92,0.58,0.71,0.72,0.69,184,3.14,-1,0.35,0.94,l2,0.4641588833612777,40,liblinear,0.01,maker_ratio,30,3,True
0.97,0.45,0.62,0.66,0.57,185,3.08,-1,0.25,0.3,l2,1.0,70,liblinear,0.05,close,30,3,True
0.66,0.71,0.68,0.75,0.77,186,1.03,-1,0.28,0.91,l2,0.01,60,lbfgs,0.1,PPO,30,3,True
0.8,0.73,0.77,0.8,0.8,187,2.46,-1,0.31,0.95,l2,0.01,140,liblinear,0.05,atr,30,3,True
0.98,0.47,0.63,0.62,0.55,188,0.82,-1,0.31,0.86,l2,0.21544346900318834,100,lbfgs,0.1,atr,30,3,True
0.97,0.5,0.66,0.66,0.6,189,1.25,-1,0.32,0.42,l2,4.641588833612777,70,lbfgs,0.01,vwap,30,3,True
0.95,0.49,0.65,0.68,0.61,190,1.23,-1,0.28,0.58,l2,0.4641588833612777,40,lbfgs,0.01,close,30,3,True
0.97,0.5,0.66,0.67,0.61,191,1.01,-1,0.31,0.31,l2,1.0,130,lbfgs,0.05,high,30,3,True
0.97,0.47,0.63,0.66,0.57,192,2.61,-1,0.27,0.31,l2,4.641588833612777,50,liblinear,0.1,maker_ratio,30,3,True
0.95,0.5,0.66,0.68,0.62,193,3.18,-1,0.29,0.54,l2,0.21544346900318834,70,liblinear,0.005,imbalance,30,3,True
0.94,0.58,0.71,0.71,0.68,194,26.81,-1,0.36,0.74,l2,0.021544346900318832,70,sag,0.005,high,30,3,True
0.92,0.6,0.73,0.73,0.7,195,1.77,-1,0.37,0.99,l2,1.0,50,lbfgs,0.005,volume,30,3,True
0.7,0.76,0.73,0.78,0.79,196,1.03,-1,0.32,0.68,l2,0.09999999999999999,80,lbfgs,0.05,atr,30,3,True
0.91,0.68,0.78,0.79,0.77,197,1.65,-1,0.38,0.59,l2,1.0,30,lbfgs,0.005,atr,30,3,True
0.68,0.79,0.73,0.76,0.77,198,0.93,-1,0.39,0.45,l2,0.021544346900318832,30,lbfgs,0.1,wilder_rsi,30,3,True
0.94,0.56,0.7,0.7,0.66,199,3.05,-1,0.34,0.71,l2,0.4641588833612777,40,liblinear,0.01,imbalance,30,3,True
0.73,0.72,0.72,0.81,0.84,0,2.18,-1,0.27,0.68,l2,0.4641588833612777,130,lbfgs,0.01,high,30,2,True
0.74,0.73,0.73,0.81,0.84,1,45.27,-1,0.29,0.71,l2,0.046415888336127774,90,sag,0.01,volume,30,2,True
0.67,0.74,0.7,0.79,0.85,2,3.14,-1,0.25,0.76,l2,2.154434690031882,40,sag,0.1,no_of_trades,30,2,True
0.87,0.57,0.69,0.8,0.77,3,1.95,-1,0.27,0.34,l2,2.154434690031882,100,lbfgs,0.05,wilder_rsi,30,2,True
0.85,0.65,0.74,0.82,0.81,4,2.14,-1,0.29,0.41,l2,0.021544346900318832,30,lbfgs,0.01,low,30,2,True
0.78,0.67,0.72,0.82,0.83,5,4.17,-1,0.26,0.49,l2,10.0,70,sag,0.05,volume,30,2,True
0.41,0.83,0.55,0.69,0.81,6,1.28,-1,0.27,0.97,l2,1.0,120,lbfgs,0.1,maker_ratio,30,2,True
0.87,0.66,0.75,0.82,0.81,7,4.4,-1,0.31,0.38,l2,0.09999999999999999,70,liblinear,0.005,high,30,2,True
0.88,0.7,0.78,0.81,0.8,8,3.58,-1,0.39,0.44,l2,4.641588833612777,90,liblinear,0.05,PPO,30,2,True
0.69,0.73,0.71,0.79,0.84,9,4.68,-1,0.26,0.78,l2,2.154434690031882,50,liblinear,0.005,PPO,30,2,True
0.82,0.73,0.77,0.82,0.82,10,2.07,-1,0.36,0.67,l2,2.154434690031882,60,lbfgs,0.01,atr,30,2,True
0.7,0.73,0.72,0.79,0.82,11,1.4,-1,0.31,0.71,l2,0.046415888336127774,110,lbfgs,0.05,wilder_rsi,30,2,True
0.85,0.69,0.76,0.82,0.81,12,4.39,-1,0.33,0.46,l2,2.154434690031882,90,liblinear,0.005,no_of_trades,30,2,True
0.83,0.75,0.79,0.82,0.82,13,4.37,-1,0.39,0.66,l2,0.046415888336127774,130,liblinear,0.005,vwap,30,2,True
0.76,0.74,0.75,0.81,0.83,14,4.7,-1,0.32,0.73,l2,0.01,40,liblinear,0.005,PPO,30,2,True
0.82,0.7,0.76,0.82,0.82,15,38.72,-1,0.32,0.55,l2,0.021544346900318832,70,sag,0.005,imbalance,30,2,True
0.73,0.71,0.72,0.81,0.84,16,17.97,-1,0.26,0.68,l2,0.021544346900318832,80,sag,0.01,imbalance,30,2,True
0.89,0.68,0.77,0.82,0.8,17,3.21,-1,0.36,0.36,l2,10.0,120,sag,0.05,imbalance,30,2,True
0.78,0.77,0.78,0.82,0.82,18,74.47,-1,0.38,0.86,l2,1.0,70,sag,0.005,atr,30,2,True
0.74,0.71,0.73,0.81,0.84,19,104.81,-1,0.27,0.67,l2,10.0,110,sag,0.01,vwap,30,2,True
0.8,0.66,0.72,0.82,0.83,20,9.94,-1,0.26,0.46,l2,10.0,80,sag,0.01,low,30,2,True
0.85,0.69,0.76,0.8,0.79,21,1.68,-1,0.38,0.46,l2,0.046415888336127774,50,lbfgs,0.05,vwap,30,2,True
0.95,0.54,0.69,0.74,0.69,22,1.62,-1,0.35,0.49,l2,1.0,140,lbfgs,0.1,high,30,2,True
0.83,0.7,0.76,0.82,0.82,23,3.7,-1,0.34,0.57,l2,1.0,120,sag,0.05,maker_ratio,30,2,True
0.79,0.77,0.78,0.82,0.82,24,3.6,-1,0.38,0.78,l2,0.021544346900318832,90,sag,0.1,high,30,2,True
0.9,0.68,0.77,0.81,0.79,25,3.67,-1,0.39,0.37,l2,0.021544346900318832,140,sag,0.1,maker_ratio,30,2,True
0.62,0.81,0.7,0.77,0.81,26,1.32,-1,0.35,0.85,l2,0.09999999999999999,70,lbfgs,0.05,vwap,30,2,True
0.9,0.64,0.75,0.82,0.79,27,5.22,-1,0.33,0.33,l2,0.21544346900318834,60,sag,0.05,close,30,2,True
0.83,0.71,0.77,0.81,0.8,28,1.77,-1,0.39,0.52,l2,0.046415888336127774,120,lbfgs,0.05,low,30,2,True
0.86,0.65,0.74,0.82,0.81,29,4.14,-1,0.3,0.37,l2,0.21544346900318834,90,sag,0.05,volume,30,2,True
0.84,0.64,0.73,0.82,0.82,30,3.73,-1,0.27,0.4,l2,0.01,70,liblinear,0.1,wilder_rsi,30,2,True
0.78,0.76,0.77,0.82,0.83,31,72.47,-1,0.35,0.77,l2,0.046415888336127774,110,sag,0.005,high,30,2,True
0.88,0.62,0.73,0.82,0.8,32,2.32,-1,0.29,0.3,l2,0.046415888336127774,120,lbfgs,0.01,imbalance,30,2,True
0.77,0.77,0.77,0.82,0.83,33,5.07,-1,0.36,0.83,l2,0.021544346900318832,120,liblinear,0.01,wilder_rsi,30,2,True
0.89,0.69,0.78,0.82,0.8,34,3.08,-1,0.38,0.42,l2,10.0,110,sag,0.05,volume,30,2,True
0.6,0.8,0.68,0.76,0.81,35,1.25,-1,0.33,0.84,l2,0.09999999999999999,90,lbfgs,0.05,vwap,30,2,True
0.83,0.68,0.75,0.82,0.82,36,1.85,-1,0.31,0.48,l2,10.0,60,lbfgs,0.005,PPO,30,2,True
0.88,0.57,0.69,0.79,0.76,37,1.26,-1,0.29,0.3,l2,0.021544346900318832,90,lbfgs,0.1,maker_ratio,30,2,True
0.85,0.72,0.78,0.82,0.82,38,3.14,-1,0.36,0.57,l2,10.0,70,sag,0.1,wilder_rsi,30,2,True
0.67,0.81,0.73,0.78,0.8,39,1.37,-1,0.39,0.97,l2,0.09999999999999999,30,lbfgs,0.05,imbalance,30,2,True
0.86,0.71,0.78,0.82,0.81,40,3.12,-1,0.38,0.5,l2,0.021544346900318832,60,sag,0.1,no_of_trades,30,2,True
0.83,0.67,0.75,0.82,0.82,41,4.23,-1,0.3,0.46,l2,0.09999999999999999,30,liblinear,0.005,low,30,2,True
0.98,0.37,0.54,0.68,0.55,42,1.16,-1,0.25,0.44,l2,0.21544346900318834,100,lbfgs,0.1,wilder_rsi,30,2,True
0.64,0.84,0.73,0.78,0.81,43,1.39,-1,0.38,0.97,l2,0.046415888336127774,30,lbfgs,0.05,PPO,30,2,True
0.77,0.74,0.75,0.82,0.83,44,3.58,-1,0.32,0.7,l2,0.01,60,liblinear,0.05,low,30,2,True
0.67,0.75,0.71,0.79,0.84,45,1.79,-1,0.28,0.91,l2,0.21544346900318834,30,lbfgs,0.005,PPO,30,2,True
0.82,0.69,0.75,0.82,0.82,46,3.8,-1,0.31,0.51,l2,10.0,130,liblinear,0.05,close,30,2,True
0.8,0.76,0.78,0.82,0.82,47,3.67,-1,0.39,0.78,l2,0.09999999999999999,70,liblinear,0.1,atr,30,2,True
0.78,0.78,0.78,0.81,0.82,48,4.52,-1,0.4,0.86,l2,2.154434690031882,70,liblinear,0.01,PPO,30,2,True
