recall,precision,f1score,auc,accuracy,id,execution_time,shift,q,class_weight,penalty,C,max_iter,solver,tol,feature_to_drop,kline_size,n_limit,random_search
0.73,0.72,0.72,0.81,0.85,188,68.87,-1,0.28,0.89,l2,0.09999999999999999,140,sag,0.01,volume,240,1,True
0.97,0.44,0.61,0.71,0.61,189,1.71,-1,0.32,0.36,l2,2.154434690031882,80,lbfgs,0.1,volume,240,1,True
0.76,0.7,0.73,0.81,0.84,190,4.86,-1,0.29,0.57,l2,0.09999999999999999,80,sag,0.05,maker_ratio,240,1,True
0.87,0.66,0.75,0.82,0.81,191,5.77,-1,0.33,0.34,l2,4.641588833612777,60,sag,0.05,maker_ratio,240,1,True
0.79,0.77,0.78,0.83,0.84,192,5.24,-1,0.37,0.74,l2,1.0,90,liblinear,0.01,imbalance,240,1,True
0.74,0.68,0.71,0.8,0.83,193,5.7,-1,0.29,0.96,l2,0.021544346900318832,30,liblinear,0.005,atr,240,1,True
0.82,0.74,0.78,0.83,0.84,194,4.87,-1,0.35,0.61,l2,0.01,50,liblinear,0.01,high,240,1,True
0.84,0.68,0.75,0.84,0.83,195,2.51,-1,0.31,0.43,l2,0.046415888336127774,50,lbfgs,0.01,high,240,1,True
0.82,0.71,0.76,0.83,0.84,196,43.75,-1,0.32,0.5,l2,0.4641588833612777,40,sag,0.01,imbalance,240,1,True
0.82,0.72,0.77,0.83,0.83,197,2.24,-1,0.34,0.61,l2,0.21544346900318834,30,lbfgs,0.005,PPO,240,1,True
0.81,0.64,0.71,0.83,0.84,198,1.97,-1,0.25,0.4,l2,0.09999999999999999,60,lbfgs,0.01,high,240,1,True
0.77,0.71,0.74,0.82,0.85,199,93.11,-1,0.29,0.59,l2,10.0,90,sag,0.01,PPO,240,1,True
0.78,0.47,0.59,0.8,0.81,0,0.61,-1,0.26,0.56,l2,0.01,100,lbfgs,0.05,high,120,4,True
0.87,0.39,0.54,0.8,0.76,1,1.1,-1,0.25,0.51,l2,1.0,110,sag,0.1,atr,120,4,True
0.81,0.55,0.65,0.8,0.8,2,1.85,-1,0.31,0.62,l2,0.21544346900318834,100,sag,0.05,PPO,120,4,True
0.75,0.54,0.63,0.8,0.83,3,6.29,-1,0.28,0.81,l2,4.641588833612777,30,sag,0.005,PPO,120,4,True
0.88,0.42,0.57,0.81,0.76,4,1.73,-1,0.26,0.32,l2,2.154434690031882,100,sag,0.05,low,120,4,True
0.92,0.47,0.62,0.78,0.71,5,0.54,-1,0.33,0.63,l2,10.0,100,lbfgs,0.1,no_of_trades,120,4,True
0.79,0.63,0.7,0.8,0.81,6,1.37,-1,0.35,0.87,l2,0.09999999999999999,70,sag,0.1,high,120,4,True
0.71,0.54,0.61,0.79,0.84,7,0.72,-1,0.27,0.95,l2,0.046415888336127774,110,lbfgs,0.01,high,120,4,True
0.83,0.52,0.64,0.81,0.79,8,13.12,-1,0.3,0.55,l2,0.4641588833612777,70,sag,0.01,low,120,4,True
0.73,0.7,0.72,0.79,0.81,9,0.67,-1,0.38,0.96,l2,4.641588833612777,60,lbfgs,0.05,volume,120,4,True
0.82,0.69,0.75,0.81,0.81,10,5.73,-1,0.4,0.8,l2,0.21544346900318834,30,sag,0.01,maker_ratio,120,4,True
0.91,0.58,0.71,0.8,0.76,11,1.48,-1,0.38,0.34,l2,2.154434690031882,50,liblinear,0.1,PPO,120,4,True
0.83,0.57,0.68,0.81,0.8,12,0.94,-1,0.33,0.62,l2,4.641588833612777,110,lbfgs,0.01,high,120,4,True
0.76,0.6,0.67,0.8,0.82,13,1.05,-1,0.32,0.88,l2,0.021544346900318832,70,sag,0.1,PPO,120,4,True
0.82,0.59,0.69,0.8,0.79,14,0.61,-1,0.35,0.59,l2,0.21544346900318834,40,lbfgs,0.05,high,120,4,True
0.9,0.59,0.72,0.8,0.77,15,1.28,-1,0.38,0.39,l2,2.154434690031882,70,liblinear,0.01,vwap,120,4,True
0.84,0.58,0.69,0.81,0.79,16,1.83,-1,0.34,0.6,l2,1.0,110,liblinear,0.005,maker_ratio,120,4,True
0.9,0.47,0.61,0.8,0.75,17,1.51,-1,0.3,0.32,l2,0.4641588833612777,130,sag,0.05,vwap,120,4,True
0.9,0.53,0.67,0.8,0.76,18,0.95,-1,0.34,0.34,l2,0.046415888336127774,70,lbfgs,0.005,vwap,120,4,True
0.72,0.55,0.63,0.79,0.83,19,1.64,-1,0.28,0.94,l2,0.046415888336127774,70,liblinear,0.005,volume,120,4,True
0.85,0.57,0.68,0.81,0.79,20,0.75,-1,0.34,0.57,l2,4.641588833612777,130,sag,0.1,imbalance,120,4,True
0.6,0.63,0.62,0.75,0.83,21,0.6,-1,0.3,0.9,l2,0.09999999999999999,80,lbfgs,0.1,PPO,120,4,True
0.84,0.43,0.57,0.81,0.79,22,1.58,-1,0.25,0.41,l2,0.01,100,liblinear,0.01,PPO,120,4,True
0.78,0.62,0.69,0.8,0.81,23,26.09,-1,0.34,0.89,l2,1.0,140,sag,0.005,imbalance,120,4,True
0.82,0.59,0.69,0.81,0.8,24,0.98,-1,0.34,0.68,l2,4.641588833612777,100,lbfgs,0.01,imbalance,120,4,True
0.91,0.57,0.7,0.8,0.76,25,1.48,-1,0.37,0.34,l2,0.09999999999999999,80,liblinear,0.005,low,120,4,True
0.89,0.61,0.73,0.8,0.78,26,2.04,-1,0.39,0.41,l2,1.0,50,sag,0.1,high,120,4,True
0.87,0.41,0.56,0.81,0.78,27,0.8,-1,0.25,0.33,l2,0.21544346900318834,80,lbfgs,0.01,no_of_trades,120,4,True
0.91,0.54,0.68,0.8,0.75,28,5.79,-1,0.36,0.44,l2,0.021544346900318832,110,sag,0.005,atr,120,4,True
0.88,0.64,0.74,0.81,0.79,29,1.05,-1,0.4,0.5,l2,1.0,110,liblinear,0.05,low,120,4,True
0.9,0.47,0.61,0.8,0.75,30,24.58,-1,0.3,0.32,l2,4.641588833612777,130,sag,0.005,vwap,120,4,True
0.84,0.63,0.72,0.8,0.79,31,0.56,-1,0.38,0.98,l2,0.01,80,lbfgs,0.1,maker_ratio,120,4,True
0.75,0.6,0.67,0.8,0.82,32,0.99,-1,0.32,0.95,l2,0.21544346900318834,130,lbfgs,0.005,no_of_trades,120,4,True
0.87,0.46,0.6,0.8,0.76,33,0.47,-1,0.29,0.84,l2,0.09999999999999999,60,lbfgs,0.1,no_of_trades,120,4,True
0.77,0.61,0.68,0.8,0.82,34,1.31,-1,0.33,0.91,l2,10.0,120,liblinear,0.05,maker_ratio,120,4,True
0.8,0.54,0.64,0.8,0.81,35,1.72,-1,0.3,0.68,l2,0.21544346900318834,50,liblinear,0.05,close,120,4,True
0.79,0.46,0.58,0.81,0.82,36,1.52,-1,0.25,0.57,l2,10.0,70,liblinear,0.05,close,120,4,True
0.93,0.38,0.54,0.78,0.69,37,0.4,-1,0.28,0.62,l2,4.641588833612777,30,lbfgs,0.1,maker_ratio,120,4,True
0.8,0.54,0.64,0.8,0.81,38,1.69,-1,0.3,0.67,l2,2.154434690031882,60,liblinear,0.005,wilder_rsi,120,4,True
0.7,0.52,0.6,0.79,0.85,39,1.73,-1,0.25,0.97,l2,4.641588833612777,70,sag,0.05,wilder_rsi,120,4,True
0.83,0.68,0.75,0.81,0.8,40,1.32,-1,0.4,0.73,l2,0.4641588833612777,120,liblinear,0.05,volume,120,4,True
0.76,0.53,0.63,0.8,0.82,41,1.09,-1,0.28,0.78,l2,2.154434690031882,60,liblinear,0.1,wilder_rsi,120,4,True
0.87,0.52,0.66,0.81,0.78,42,1.29,-1,0.32,0.45,l2,0.046415888336127774,110,sag,0.01,close,120,4,True
0.73,0.53,0.61,0.79,0.83,43,17.57,-1,0.27,0.81,l2,1.0,100,sag,0.01,no_of_trades,120,4,True
0.85,0.52,0.65,0.81,0.79,44,1.58,-1,0.31,0.51,l2,2.154434690031882,70,sag,0.05,PPO,120,4,True
0.89,0.59,0.71,0.8,0.77,45,1.27,-1,0.38,0.4,l2,2.154434690031882,50,liblinear,0.05,PPO,120,4,True
0.92,0.53,0.67,0.79,0.73,46,0.65,-1,0.36,0.38,l2,4.641588833612777,70,lbfgs,0.01,atr,120,4,True
0.85,0.66,0.75,0.81,0.8,47,16.67,-1,0.4,0.78,l2,0.4641588833612777,100,sag,0.01,atr,120,4,True
0.81,0.43,0.56,0.8,0.79,48,1.96,-1,0.25,0.78,l2,0.21544346900318834,80,liblinear,0.005,atr,120,4,True
0.64,0.55,0.59,0.77,0.86,49,0.66,-1,0.25,0.85,l2,0.21544346900318834,60,lbfgs,0.05,wilder_rsi,120,4,True
0.83,0.64,0.72,0.81,0.8,50,1.28,-1,0.37,0.69,l2,0.01,70,liblinear,0.05,maker_ratio,120,4,True
0.88,0.4,0.55,0.8,0.75,51,6.3,-1,0.26,0.51,l2,0.021544346900318832,120,sag,0.005,atr,120,4,True
0.86,0.43,0.57,0.81,0.78,52,1.9,-1,0.26,0.37,l2,0.046415888336127774,30,sag,0.005,close,120,4,True
0.7,0.55,0.62,0.79,0.84,53,1.24,-1,0.27,0.99,l2,0.21544346900318834,50,liblinear,0.1,vwap,120,4,True
0.83,0.68,0.75,0.81,0.8,54,0.73,-1,0.4,0.75,l2,0.046415888336127774,100,lbfgs,0.01,volume,120,4,True
0.79,0.65,0.71,0.8,0.81,55,0.74,-1,0.36,0.87,l2,0.021544346900318832,60,lbfgs,0.01,imbalance,120,4,True
0.76,0.56,0.65,0.8,0.82,56,4.2,-1,0.3,0.82,l2,0.021544346900318832,130,sag,0.01,volume,120,4,True
0.85,0.6,0.71,0.81,0.79,57,0.76,-1,0.36,0.56,l2,10.0,40,lbfgs,0.005,low,120,4,True
0.87,0.63,0.73,0.81,0.79,58,0.71,-1,0.39,0.49,l2,0.021544346900318832,110,lbfgs,0.01,imbalance,120,4,True
0.86,0.45,0.59,0.8,0.76,59,1.0,-1,0.28,0.56,l2,0.4641588833612777,100,liblinear,0.05,atr,120,4,True
0.87,0.43,0.58,0.8,0.77,60,0.47,-1,0.27,0.78,l2,4.641588833612777,80,lbfgs,0.1,vwap,120,4,True
0.84,0.64,0.73,0.81,0.8,61,1.06,-1,0.38,0.63,l2,0.046415888336127774,130,liblinear,0.1,high,120,4,True
0.77,0.48,0.59,0.8,0.82,62,1.53,-1,0.25,0.66,l2,0.021544346900318832,120,liblinear,0.005,maker_ratio,120,4,True
0.85,0.62,0.71,0.81,0.79,63,1.01,-1,0.37,0.81,l2,4.641588833612777,130,sag,0.1,atr,120,4,True
0.93,0.49,0.64,0.77,0.7,64,0.46,-1,0.35,0.58,l2,10.0,90,lbfgs,0.1,no_of_trades,120,4,True
0.84,0.61,0.71,0.81,0.8,65,1.06,-1,0.36,0.62,l2,0.4641588833612777,70,liblinear,0.1,close,120,4,True
0.91,0.44,0.59,0.79,0.72,66,0.93,-1,0.3,0.4,l2,0.09999999999999999,50,lbfgs,0.01,atr,120,4,True
0.9,0.53,0.66,0.8,0.75,67,1.08,-1,0.34,0.33,l2,2.154434690031882,50,sag,0.1,close,120,4,True
0.81,0.52,0.63,0.81,0.8,68,0.83,-1,0.29,0.61,l2,1.0,30,lbfgs,0.01,maker_ratio,120,4,True
0.72,0.57,0.64,0.79,0.83,69,0.8,-1,0.29,0.97,l2,4.641588833612777,50,lbfgs,0.005,wilder_rsi,120,4,True
0.81,0.5,0.62,0.81,0.81,70,9.55,-1,0.28,0.58,l2,4.641588833612777,50,sag,0.01,PPO,120,4,True
0.86,0.58,0.69,0.81,0.79,71,1.29,-1,0.35,0.54,l2,1.0,90,liblinear,0.1,volume,120,4,True
0.79,0.62,0.69,0.8,0.81,72,1.5,-1,0.34,0.87,l2,0.046415888336127774,40,liblinear,0.01,close,120,4,True
0.87,0.43,0.57,0.81,0.78,73,1.38,-1,0.26,0.37,l2,1.0,130,liblinear,0.01,maker_ratio,120,4,True
0.6,0.61,0.61,0.75,0.85,74,0.6,-1,0.28,0.93,l2,0.01,100,lbfgs,0.05,close,120,4,True
0.82,0.58,0.68,0.81,0.8,75,0.84,-1,0.33,0.68,l2,1.0,120,lbfgs,0.01,close,120,4,True
0.89,0.42,0.57,0.81,0.75,76,1.5,-1,0.27,0.3,l2,0.01,90,liblinear,0.05,maker_ratio,120,4,True
0.73,0.58,0.65,0.79,0.82,77,1.6,-1,0.3,0.98,l2,0.021544346900318832,60,liblinear,0.005,volume,120,4,True
0.83,0.6,0.7,0.81,0.8,78,1.21,-1,0.35,0.65,l2,0.21544346900318834,130,liblinear,0.1,high,120,4,True
0.79,0.71,0.75,0.81,0.81,79,1.66,-1,0.4,0.97,l2,0.09999999999999999,70,liblinear,0.005,wilder_rsi,120,4,True
0.78,0.49,0.6,0.8,0.82,80,1.05,-1,0.26,0.63,l2,10.0,40,lbfgs,0.005,high,120,4,True
0.88,0.42,0.57,0.81,0.77,81,0.69,-1,0.26,0.32,l2,0.4641588833612777,120,lbfgs,0.01,maker_ratio,120,4,True
0.84,0.53,0.65,0.81,0.79,82,12.5,-1,0.31,0.53,l2,0.046415888336127774,110,sag,0.005,PPO,120,4,True
0.91,0.37,0.53,0.8,0.72,83,0.7,-1,0.26,0.32,l2,0.021544346900318832,30,lbfgs,0.05,PPO,120,4,True
0.83,0.49,0.62,0.81,0.8,84,3.15,-1,0.28,0.53,l2,0.01,70,sag,0.005,high,120,4,True
0.84,0.63,0.72,0.81,0.8,85,1.4,-1,0.37,0.58,l2,4.641588833612777,60,lbfgs,0.01,wilder_rsi,120,4,True
0.83,0.56,0.67,0.81,0.8,86,4.97,-1,0.32,0.61,l2,0.021544346900318832,130,sag,0.005,low,120,4,True
0.79,0.63,0.7,0.8,0.81,87,0.99,-1,0.35,0.86,l2,0.09999999999999999,120,lbfgs,0.01,volume,120,4,True
0.87,0.48,0.61,0.81,0.77,88,1.3,-1,0.29,0.4,l2,0.021544346900318832,90,liblinear,0.005,vwap,120,4,True
0.82,0.51,0.63,0.81,0.8,89,1.3,-1,0.29,0.55,l2,4.641588833612777,50,sag,0.05,volume,120,4,True
0.84,0.5,0.63,0.8,0.78,90,0.44,-1,0.3,0.88,l2,0.046415888336127774,140,lbfgs,0.1,close,120,4,True
0.83,0.64,0.72,0.81,0.8,91,1.14,-1,0.37,0.7,l2,0.046415888336127774,60,liblinear,0.1,maker_ratio,120,4,True
0.89,0.59,0.71,0.81,0.78,92,1.37,-1,0.37,0.44,l2,4.641588833612777,120,liblinear,0.005,close,120,4,True
0.79,0.58,0.67,0.8,0.81,93,0.91,-1,0.32,0.79,l2,10.0,120,lbfgs,0.005,wilder_rsi,120,4,True
0.84,0.46,0.6,0.81,0.79,94,1.41,-1,0.27,0.45,l2,0.01,40,liblinear,0.005,wilder_rsi,120,4,True
0.85,0.64,0.73,0.81,0.8,95,0.81,-1,0.38,0.6,l2,0.046415888336127774,40,lbfgs,0.005,maker_ratio,120,4,True
0.77,0.54,0.64,0.8,0.82,96,0.69,-1,0.29,0.76,l2,4.641588833612777,100,lbfgs,0.005,close,120,4,True
0.79,0.7,0.74,0.81,0.81,97,1.09,-1,0.39,0.99,l2,0.09999999999999999,110,liblinear,0.1,maker_ratio,120,4,True
0.9,0.54,0.68,0.8,0.76,98,0.74,-1,0.35,0.34,l2,10.0,120,lbfgs,0.005,high,120,4,True
0.91,0.52,0.66,0.8,0.75,99,1.02,-1,0.34,0.31,l2,2.154434690031882,140,sag,0.1,volume,120,4,True
0.87,0.4,0.55,0.8,0.75,100,0.46,-1,0.26,0.4,l2,0.01,100,lbfgs,0.05,high,120,4,True
0.75,0.64,0.69,0.8,0.82,101,0.77,-1,0.34,0.95,l2,0.21544346900318834,30,sag,0.1,PPO,120,4,True
0.83,0.52,0.64,0.81,0.79,102,1.09,-1,0.3,0.55,l2,0.21544346900318834,120,liblinear,0.1,imbalance,120,4,True
0.86,0.65,0.74,0.81,0.79,103,1.31,-1,0.39,0.59,l2,0.09999999999999999,40,liblinear,0.01,volume,120,4,True
0.84,0.66,0.74,0.81,0.8,104,1.04,-1,0.39,0.66,l2,1.0,100,liblinear,0.05,vwap,120,4,True
0.8,0.69,0.74,0.81,0.81,105,0.57,-1,0.4,0.77,l2,0.4641588833612777,80,lbfgs,0.05,PPO,120,4,True
0.89,0.6,0.72,0.8,0.77,106,18.07,-1,0.38,0.41,l2,0.4641588833612777,100,sag,0.005,no_of_trades,120,4,True
0.84,0.63,0.72,0.81,0.8,107,1.26,-1,0.37,0.63,l2,1.0,40,lbfgs,0.005,maker_ratio,120,4,True
0.81,0.5,0.62,0.81,0.81,108,1.3,-1,0.28,0.61,l2,0.09999999999999999,60,liblinear,0.005,high,120,4,True
0.84,0.66,0.74,0.81,0.8,109,0.76,-1,0.39,0.68,l2,0.09999999999999999,110,sag,0.1,high,120,4,True
0.8,0.59,0.68,0.81,0.81,110,3.98,-1,0.33,0.76,l2,0.021544346900318832,100,sag,0.01,wilder_rsi,120,4,True
0.83,0.48,0.61,0.8,0.79,111,0.52,-1,0.28,0.53,l2,0.09999999999999999,100,lbfgs,0.05,imbalance,120,4,True
0.86,0.63,0.72,0.8,0.78,112,0.43,-1,0.39,0.56,l2,0.021544346900318832,50,lbfgs,0.1,vwap,120,4,True
0.69,0.66,0.67,0.78,0.82,113,0.49,-1,0.34,0.92,l2,4.641588833612777,70,lbfgs,0.05,close,120,4,True
0.77,0.58,0.66,0.8,0.82,114,22.42,-1,0.31,0.88,l2,1.0,120,sag,0.005,imbalance,120,4,True
0.86,0.55,0.67,0.81,0.78,115,1.46,-1,0.33,0.5,l2,10.0,60,liblinear,0.01,close,120,4,True
0.79,0.57,0.66,0.8,0.81,116,1.63,-1,0.31,0.79,l2,0.046415888336127774,60,liblinear,0.01,maker_ratio,120,4,True
0.83,0.59,0.69,0.81,0.8,117,19.27,-1,0.34,0.67,l2,2.154434690031882,120,sag,0.01,wilder_rsi,120,4,True
0.91,0.59,0.72,0.8,0.76,118,1.68,-1,0.39,0.45,l2,0.01,80,liblinear,0.01,atr,120,4,True
0.83,0.68,0.75,0.81,0.8,119,0.99,-1,0.4,0.75,l2,0.046415888336127774,110,sag,0.1,high,120,4,True
0.84,0.45,0.58,0.81,0.79,120,6.6,-1,0.26,0.44,l2,1.0,30,sag,0.005,wilder_rsi,120,4,True
0.79,0.59,0.67,0.8,0.81,121,0.91,-1,0.32,0.81,l2,0.01,110,lbfgs,0.01,maker_ratio,120,4,True
0.93,0.57,0.71,0.79,0.74,122,1.39,-1,0.39,0.35,l2,0.4641588833612777,40,liblinear,0.01,atr,120,4,True
0.87,0.54,0.67,0.81,0.78,123,1.41,-1,0.33,0.49,l2,0.01,140,sag,0.05,low,120,4,True
0.76,0.57,0.65,0.8,0.82,124,1.6,-1,0.3,0.87,l2,0.09999999999999999,50,liblinear,0.01,high,120,4,True
0.79,0.66,0.72,0.81,0.81,125,1.15,-1,0.37,0.91,l2,1.0,30,sag,0.05,close,120,4,True
0.78,0.59,0.67,0.8,0.81,126,1.18,-1,0.32,0.85,l2,0.01,70,lbfgs,0.005,volume,120,4,True
0.79,0.68,0.73,0.81,0.81,127,1.07,-1,0.38,0.9,l2,0.021544346900318832,70,liblinear,0.05,no_of_trades,120,4,True
0.87,0.58,0.7,0.8,0.78,128,0.51,-1,0.36,0.53,l2,4.641588833612777,70,lbfgs,0.05,PPO,120,4,True
0.78,0.57,0.66,0.8,0.81,129,1.62,-1,0.31,0.8,l2,0.09999999999999999,90,liblinear,0.005,imbalance,120,4,True
0.85,0.63,0.72,0.8,0.78,130,0.54,-1,0.39,0.91,l2,0.4641588833612777,100,lbfgs,0.1,wilder_rsi,120,4,True
0.79,0.56,0.66,0.8,0.81,131,0.72,-1,0.31,0.73,l2,0.4641588833612777,130,lbfgs,0.005,close,120,4,True
0.9,0.59,0.71,0.8,0.76,132,22.09,-1,0.38,0.36,l2,0.21544346900318834,120,sag,0.005,volume,120,4,True
0.77,0.62,0.69,0.8,0.81,133,3.67,-1,0.34,0.93,l2,0.01,40,sag,0.005,low,120,4,True
0.78,0.59,0.67,0.8,0.81,134,2.22,-1,0.32,0.83,l2,1.0,60,sag,0.01,close,120,4,True
0.78,0.64,0.7,0.8,0.81,135,1.79,-1,0.35,0.92,l2,0.09999999999999999,50,liblinear,0.01,volume,120,4,True
0.83,0.45,0.58,0.81,0.79,136,1.48,-1,0.26,0.45,l2,2.154434690031882,60,liblinear,0.01,volume,120,4,True
0.77,0.55,0.65,0.8,0.81,137,0.8,-1,0.3,0.79,l2,0.21544346900318834,80,lbfgs,0.01,imbalance,120,4,True
0.83,0.47,0.6,0.81,0.79,138,0.76,-1,0.27,0.47,l2,0.021544346900318832,130,lbfgs,0.005,close,120,4,True
0.85,0.62,0.71,0.81,0.79,139,1.18,-1,0.37,0.75,l2,1.0,140,sag,0.1,atr,120,4,True
0.87,0.55,0.67,0.81,0.78,140,0.94,-1,0.33,0.44,l2,0.01,100,lbfgs,0.01,maker_ratio,120,4,True
0.73,0.56,0.63,0.78,0.82,141,0.54,-1,0.3,0.89,l2,0.09999999999999999,80,lbfgs,0.05,atr,120,4,True
0.82,0.61,0.7,0.81,0.8,142,0.95,-1,0.35,0.69,l2,2.154434690031882,50,lbfgs,0.01,imbalance,120,4,True
0.72,0.52,0.61,0.79,0.84,143,1.38,-1,0.26,0.91,l2,10.0,120,sag,0.1,low,120,4,True
0.76,0.57,0.65,0.8,0.82,144,1.74,-1,0.3,0.88,l2,1.0,140,liblinear,0.01,wilder_rsi,120,4,True
0.78,0.5,0.61,0.8,0.81,145,0.5,-1,0.27,0.61,l2,4.641588833612777,30,lbfgs,0.05,wilder_rsi,120,4,True
0.79,0.52,0.63,0.8,0.81,146,1.02,-1,0.29,0.63,l2,0.01,100,liblinear,0.1,no_of_trades,120,4,True
0.92,0.59,0.72,0.8,0.76,147,1.82,-1,0.39,0.33,l2,0.01,140,sag,0.01,close,120,4,True
0.84,0.55,0.67,0.81,0.79,148,0.94,-1,0.32,0.57,l2,10.0,100,sag,0.05,high,120,4,True
0.87,0.56,0.68,0.81,0.78,149,0.97,-1,0.34,0.52,l2,0.4641588833612777,30,sag,0.05,high,120,4,True
0.83,0.47,0.6,0.81,0.79,150,1.09,-1,0.27,0.48,l2,0.4641588833612777,40,liblinear,0.05,imbalance,120,4,True
0.87,0.65,0.74,0.81,0.79,151,1.02,-1,0.4,0.51,l2,1.0,70,liblinear,0.1,no_of_trades,120,4,True
0.79,0.52,0.63,0.8,0.81,152,0.76,-1,0.29,0.66,l2,10.0,140,lbfgs,0.01,low,120,4,True
0.91,0.59,0.72,0.8,0.76,153,1.23,-1,0.39,0.34,l2,4.641588833612777,100,liblinear,0.01,close,120,4,True
0.88,0.47,0.61,0.81,0.77,154,1.22,-1,0.29,0.36,l2,0.021544346900318832,60,liblinear,0.1,volume,120,4,True
0.9,0.57,0.7,0.8,0.76,155,0.85,-1,0.37,0.36,l2,0.046415888336127774,100,lbfgs,0.005,close,120,4,True
0.71,0.51,0.59,0.79,0.84,156,1.49,-1,0.25,0.9,l2,0.09999999999999999,140,liblinear,0.01,imbalance,120,4,True
0.93,0.52,0.67,0.79,0.73,157,1.41,-1,0.36,0.35,l2,0.021544346900318832,140,liblinear,0.01,atr,120,4,True
0.75,0.57,0.65,0.8,0.82,158,1.06,-1,0.3,0.87,l2,2.154434690031882,140,liblinear,0.1,low,120,4,True
0.83,0.64,0.72,0.81,0.8,159,1.46,-1,0.37,0.69,l2,4.641588833612777,80,liblinear,0.1,maker_ratio,120,4,True
0.9,0.57,0.7,0.8,0.76,160,11.42,-1,0.37,0.36,l2,1.0,60,sag,0.01,volume,120,4,True
0.82,0.59,0.69,0.81,0.8,161,1.46,-1,0.34,0.68,l2,0.21544346900318834,80,sag,0.1,PPO,120,4,True
0.92,0.51,0.66,0.79,0.73,162,0.68,-1,0.35,0.35,l2,2.154434690031882,100,lbfgs,0.05,wilder_rsi,120,4,True
0.8,0.45,0.58,0.81,0.81,163,0.97,-1,0.25,0.53,l2,0.021544346900318832,40,lbfgs,0.005,imbalance,120,4,True
0.85,0.51,0.64,0.81,0.79,164,1.27,-1,0.3,0.47,l2,4.641588833612777,60,lbfgs,0.005,high,120,4,True
0.82,0.69,0.74,0.81,0.8,165,0.59,-1,0.4,0.76,l2,10.0,70,lbfgs,0.05,close,120,4,True
0.73,0.5,0.6,0.8,0.84,166,27.37,-1,0.25,0.82,l2,4.641588833612777,140,sag,0.005,wilder_rsi,120,4,True
0.74,0.56,0.63,0.79,0.82,167,1.06,-1,0.29,0.86,l2,0.01,100,liblinear,0.05,no_of_trades,120,4,True
0.75,0.57,0.65,0.79,0.82,168,1.02,-1,0.3,0.86,l2,0.01,120,liblinear,0.05,PPO,120,4,True
0.86,0.47,0.61,0.8,0.77,169,0.59,-1,0.29,0.93,l2,0.09999999999999999,80,lbfgs,0.1,wilder_rsi,120,4,True
0.75,0.6,0.67,0.8,0.82,170,1.74,-1,0.32,0.92,l2,0.046415888336127774,60,liblinear,0.005,no_of_trades,120,4,True
0.85,0.62,0.72,0.81,0.79,171,1.38,-1,0.37,0.59,l2,0.046415888336127774,70,sag,0.1,no_of_trades,120,4,True
0.9,0.62,0.74,0.8,0.78,172,1.31,-1,0.4,0.41,l2,4.641588833612777,140,liblinear,0.005,vwap,120,4,True
0.72,0.51,0.6,0.79,0.84,173,8.15,-1,0.25,0.85,l2,0.09999999999999999,40,sag,0.005,PPO,120,4,True
0.78,0.63,0.7,0.8,0.81,174,1.16,-1,0.35,0.89,l2,0.21544346900318834,110,sag,0.05,volume,120,4,True
0.8,0.63,0.7,0.81,0.81,175,1.59,-1,0.35,0.85,l2,2.154434690031882,120,sag,0.05,low,120,4,True
0.74,0.59,0.66,0.79,0.82,176,7.1,-1,0.31,0.92,l2,0.021544346900318832,100,sag,0.005,no_of_trades,120,4,True
0.78,0.59,0.67,0.8,0.81,177,1.24,-1,0.32,0.8,l2,10.0,100,liblinear,0.05,vwap,120,4,True
0.81,0.59,0.68,0.81,0.8,178,1.38,-1,0.33,0.74,l2,1.0,70,sag,0.01,close,120,4,True
0.86,0.46,0.6,0.81,0.77,179,0.83,-1,0.28,0.4,l2,0.01,40,lbfgs,0.01,close,120,4,True
0.82,0.68,0.75,0.81,0.8,180,1.44,-1,0.4,0.95,l2,1.0,80,liblinear,0.005,atr,120,4,True
0.87,0.51,0.64,0.81,0.77,181,1.46,-1,0.31,0.4,l2,2.154434690031882,50,sag,0.05,no_of_trades,120,4,True
0.87,0.54,0.67,0.81,0.78,182,0.84,-1,0.33,0.42,l2,0.21544346900318834,100,sag,0.1,no_of_trades,120,4,True
0.75,0.55,0.63,0.79,0.82,183,0.71,-1,0.29,0.83,l2,0.046415888336127774,80,lbfgs,0.01,high,120,4,True
0.86,0.6,0.7,0.81,0.79,184,0.93,-1,0.36,0.54,l2,0.21544346900318834,140,sag,0.05,close,120,4,True
0.88,0.45,0.6,0.81,0.77,185,11.18,-1,0.28,0.35,l2,0.4641588833612777,60,sag,0.01,vwap,120,4,True
0.82,0.6,0.69,0.8,0.79,186,0.58,-1,0.35,0.98,l2,0.09999999999999999,120,lbfgs,0.1,close,120,4,True
0.82,0.52,0.64,0.81,0.8,187,1.28,-1,0.3,0.56,l2,0.01,120,liblinear,0.1,no_of_trades,120,4,True
0.79,0.71,0.75,0.81,0.81,188,3.93,-1,0.4,0.99,l2,0.01,60,sag,0.005,low,120,4,True
0.91,0.52,0.67,0.79,0.74,189,9.27,-1,0.35,0.42,l2,1.0,50,sag,0.005,atr,120,4,True
0.83,0.64,0.72,0.81,0.8,190,1.36,-1,0.37,0.73,l2,0.4641588833612777,70,sag,0.05,wilder_rsi,120,4,True
0.88,0.49,0.63,0.8,0.76,191,15.43,-1,0.31,0.57,l2,2.154434690031882,80,sag,0.005,atr,120,4,True
